11/19/2018, 13:01:41,3.9992,299086,4.4451,3.8003
11/19/2018, 13:01:42,3.9995,299183,4.4451,3.8003
11/19/2018, 13:01:43,3.9997,299279,4.4451,3.8003
11/19/2018, 13:01:44,4,299376,4.4451,3.8003
11/19/2018, 13:01:45,4.0002,299472,4.4451,3.8003
11/19/2018, 13:01:46,4.0004,299568,4.4451,3.8003
11/19/2018, 13:01:47,4.0007,299665,4.4451,3.8003
11/19/2018, 13:01:48,4.0006,299664,4.4451,3.8003
11/19/2018, 13:01:49,4.0005,285043,4.4451,3.8003
11/19/2018, 13:01:50,4.0003,283004,4.4451,3.8003
11/19/2018, 13:01:51,4,280100,4.4451,3.8003
11/19/2018, 13:01:52,3.9999,276590,4.4451,3.8003
11/19/2018, 13:01:53,3.9997,269552,4.4451,3.8003
11/19/2018, 13:01:54,3.9995,264443,4.4451,3.8003
11/19/2018, 13:01:55,3.9994,259334,4.4451,3.8003
11/19/2018, 13:01:56,3.9992,254225,4.4451,3.8003
11/19/2018, 13:01:57,3.999,249116,4.4451,3.8003
11/19/2018, 13:01:58,3.9988,244007,4.4451,3.8003
11/19/2018, 13:01:59,3.9987,238898,4.4451,3.8003
11/19/2018, 13:02:00,3.9985,233789,4.4451,3.8003
11/19/2018, 13:02:01,3.9983,228680,4.4451,3.8003
11/19/2018, 13:02:02,3.9982,223571,4.4451,3.8003
11/19/2018, 13:02:03,3.998,218461,4.4451,3.8003
11/19/2018, 13:02:04,3.9978,213352,4.4451,3.8003
11/19/2018, 13:02:05,3.9977,208243,4.4451,3.8003
11/19/2018, 13:02:06,3.9975,203134,4.4451,3.8003
11/19/2018, 13:02:07,3.9973,198025,4.4451,3.8003
11/19/2018, 13:02:08,3.9971,192916,4.4451,3.8003
11/19/2018, 13:02:09,3.997,187807,4.4451,3.8003
11/19/2018, 13:02:10,3.9968,182698,4.4451,3.8003
11/19/2018, 13:02:11,3.9966,182698,4.4451,3.8003
11/19/2018, 13:02:12,3.9965,182699,4.4451,3.8003
11/19/2018, 13:02:13,3.9963,182705,4.4451,3.8003
11/19/2018, 13:02:14,3.9961,182722,4.4451,3.8003
11/19/2018, 13:02:15,3.996,182725,4.4451,3.8003
11/19/2018, 13:02:16,3.9958,182733,4.4451,3.8003
11/19/2018, 13:02:17,3.9956,182741,4.4451,3.8003
11/19/2018, 13:02:18,3.9954,182748,4.4451,3.8003
11/19/2018, 13:02:19,3.9953,182756,4.4451,3.8003
11/19/2018, 13:02:20,3.9951,182764,4.4451,3.8003
11/19/2018, 13:02:21,3.9949,182772,4.4451,3.8003
11/19/2018, 13:02:22,3.9948,182780,4.4451,3.8003
11/19/2018, 13:02:23,3.9946,182787,4.4451,3.8003
11/19/2018, 13:02:24,3.9944,182795,4.4451,3.8003
11/19/2018, 13:02:25,3.9943,182803,4.4451,3.8003
11/19/2018, 13:02:26,3.9941,182811,4.4451,3.8003
11/19/2018, 13:02:27,3.9939,182819,4.4451,3.8003
11/19/2018, 13:02:28,3.9937,182826,4.4451,3.8003
11/19/2018, 13:02:29,3.9936,182834,4.4451,3.8003
11/19/2018, 13:02:30,3.9934,182842,4.4451,3.8003
11/19/2018, 13:02:31,3.9932,182850,4.4451,3.8003
11/19/2018, 13:02:32,3.9931,182858,4.4451,3.8003
11/19/2018, 13:02:33,3.9929,182865,4.4451,3.8003
11/19/2018, 13:02:34,3.9927,182873,4.4451,3.8003
11/19/2018, 13:02:35,3.9926,182881,4.4451,3.8003
11/19/2018, 13:02:36,3.9924,182889,4.4451,3.8003
11/19/2018, 13:02:37,3.9922,182897,4.4451,3.8003
11/19/2018, 13:02:38,3.992,182904,4.4451,3.8003
11/19/2018, 13:02:39,3.9919,182912,4.4451,3.8003
11/19/2018, 13:02:40,3.9917,182920,4.4451,3.8003
11/19/2018, 13:02:41,3.9915,182928,4.4451,3.8003
11/19/2018, 13:02:42,3.9914,182936,4.4451,3.8003
11/19/2018, 13:02:43,3.9912,182943,4.4451,3.8003
11/19/2018, 13:02:44,3.991,182951,4.4451,3.8003
11/19/2018, 13:02:45,3.9909,182959,4.4451,3.8003
11/19/2018, 13:02:46,3.9907,182967,4.4451,3.8003
11/19/2018, 13:02:47,3.9905,182975,4.4451,3.8003
11/19/2018, 13:02:48,3.9903,182982,4.4451,3.8003
11/19/2018, 13:02:49,3.9902,182990,4.4451,3.8003
11/19/2018, 13:02:50,3.99,182998,4.4451,3.8003
11/19/2018, 13:02:51,3.9898,183006,4.4451,3.8003
11/19/2018, 13:02:52,3.9897,183014,4.4451,3.8003
11/19/2018, 13:02:53,3.9895,183021,4.4451,3.8003
11/19/2018, 13:02:54,3.9893,183029,4.4451,3.8003
